Transaksi,Tanggal,Waktu,Menu,Harga,Jumlah,Total
1474,17/11/2024,10:42:05 AM,Ayam Geprek,Rp30.000,1,Rp30.000
1474,17/11/2024,10:42:05 AM,Ayam Geprek,Rp30.000,3,Rp90.000
1474,17/11/2024,10:42:05 AM,Kacang Goreng,Rp4.000,1,Rp4.000
1474,17/11/2024,10:42:05 AM,Kerupuk,Rp3.000,2,Rp6.000
1474,17/11/2024,10:42:05 AM,Jus Alpukat,Rp20.000,2,Rp40.000
1474,17/11/2024,10:42:05 AM,Teh Panas,Rp6.000,1,Rp6.000
1475,17/11/2024,4:00:27 PM,Cumi Bakar,Rp45.000,1,Rp45.000
1475,17/11/2024,4:00:27 PM,Jus Mangga,Rp20.000,2,Rp40.000
1476,17/11/2024,10:11:34 AM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
1476,17/11/2024,10:11:34 AM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1476,17/11/2024,10:11:34 AM,Kerupuk,Rp3.000,1,Rp3.000
1476,17/11/2024,10:11:34 AM,Jeruk Panas,Rp10.000,2,Rp20.000
1477,17/11/2024,1:58:14 PM,Coto Makassar,Rp35.000,1,Rp35.000
1477,17/11/2024,1:58:14 PM,Ketupat,Rp2.000,2,Rp4.000
1477,17/11/2024,1:58:14 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1477,17/11/2024,1:58:14 PM,Nasi Putih,Rp5.000,1,Rp5.000
1477,17/11/2024,1:58:14 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1478,17/11/2024,11:32:41 AM,Konro Bakar,Rp60.000,3,Rp180.000
1478,17/11/2024,11:32:41 AM,Sop Kikil,Rp40.000,3,Rp120.000
1478,17/11/2024,11:32:41 AM,Jus Alpukat,Rp20.000,2,Rp40.000
1478,17/11/2024,11:32:41 AM,Jus Mangga,Rp20.000,2,Rp40.000
1479,17/11/2024,12:08:07 PM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
1479,17/11/2024,12:08:07 PM,Coto Makassar,Rp35.000,3,Rp105.000
1479,17/11/2024,12:08:07 PM,Ketupat,Rp2.000,1,Rp2.000
1479,17/11/2024,12:08:07 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1479,17/11/2024,12:08:07 PM,Es Teh,Rp6.000,2,Rp12.000
1480,17/11/2024,2:13:07 PM,Cumi Bakar,Rp45.000,1,Rp45.000
1480,17/11/2024,2:13:07 PM,Ayam Goreng,Rp30.000,3,Rp90.000
1480,17/11/2024,2:13:07 PM,Ketupat,Rp2.000,1,Rp2.000
1480,17/11/2024,2:13:07 PM,Jeruk Panas,Rp10.000,2,Rp20.000
1480,17/11/2024,2:13:07 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1481,17/11/2024,9:52:19 AM,Cumi Bakar,Rp45.000,2,Rp90.000
1481,17/11/2024,9:52:19 AM,Jus Mangga,Rp20.000,2,Rp40.000
1482,17/11/2024,11:09:30 AM,Sop Kikil,Rp40.000,2,Rp80.000
1482,17/11/2024,11:09:30 AM,Es Jeruk,Rp10.000,2,Rp20.000
1483,17/11/2024,11:42:52 AM,Coto Makassar,Rp35.000,3,Rp105.000
1483,17/11/2024,11:42:52 AM,Ketupat,Rp2.000,2,Rp4.000
1483,17/11/2024,11:42:52 AM,Es Jeruk,Rp10.000,1,Rp10.000
1484,17/11/2024,5:59:29 PM,Ayam Geprek,Rp30.000,3,Rp90.000
1484,17/11/2024,5:59:29 PM,Buras,Rp2.000,1,Rp2.000
1484,17/11/2024,5:59:29 PM,Kerupuk,Rp3.000,2,Rp6.000
1484,17/11/2024,5:59:29 PM,Es Teh,Rp6.000,2,Rp12.000
1485,17/11/2024,11:02:25 AM,Sop Konro,Rp50.000,3,Rp150.000
1485,17/11/2024,11:02:25 AM,Coto Makassar,Rp35.000,1,Rp35.000
1485,17/11/2024,11:02:25 AM,Ketupat,Rp2.000,3,Rp6.000
1485,17/11/2024,11:02:25 AM,Sop Kikil,Rp40.000,2,Rp80.000
1485,17/11/2024,11:02:25 AM,Kacang Goreng,Rp4.000,1,Rp4.000
1485,17/11/2024,11:02:25 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
1485,17/11/2024,11:02:25 AM,Es Jeruk,Rp10.000,1,Rp10.000
1485,17/11/2024,11:02:25 AM,Teh Panas,Rp6.000,2,Rp12.000
1486,17/11/2024,11:54:28 AM,Ayam Bakar,Rp30.000,1,Rp30.000
1486,17/11/2024,11:54:28 AM,Ayam Goreng,Rp30.000,3,Rp90.000
1486,17/11/2024,11:54:28 AM,Ayam Bakar,Rp30.000,2,Rp60.000
1486,17/11/2024,11:54:28 AM,Kerupuk,Rp3.000,1,Rp3.000
1486,17/11/2024,11:54:28 AM,Nasi Putih,Rp5.000,2,Rp10.000
1486,17/11/2024,11:54:28 AM,Jus Buah Naga,Rp20.000,1,Rp20.000
1486,17/11/2024,11:54:28 AM,Teh Panas,Rp6.000,1,Rp6.000
1486,17/11/2024,11:54:28 AM,Jeruk Panas,Rp10.000,2,Rp20.000
1487,17/11/2024,12:57:17 PM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
1487,17/11/2024,12:57:17 PM,Sop Konro,Rp50.000,3,Rp150.000
1487,17/11/2024,12:57:17 PM,Nasi Putih,Rp5.000,2,Rp10.000
1487,17/11/2024,12:57:17 PM,Nasi Putih,Rp5.000,1,Rp5.000
1487,17/11/2024,12:57:17 PM,Teh Panas,Rp6.000,1,Rp6.000
1487,17/11/2024,12:57:17 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1488,17/11/2024,12:32:02 PM,Ayam Goreng,Rp30.000,3,Rp90.000
1488,17/11/2024,12:32:02 PM,Cumi Bakar,Rp45.000,2,Rp90.000
1488,17/11/2024,12:32:02 PM,Peyek,Rp4.000,1,Rp4.000
1488,17/11/2024,12:32:02 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1488,17/11/2024,12:32:02 PM,Es Teh,Rp6.000,1,Rp6.000
1489,17/11/2024,2:30:55 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
1489,17/11/2024,2:30:55 PM,Es Jeruk,Rp10.000,2,Rp20.000
1490,17/11/2024,1:04:11 PM,Ayam Goreng,Rp30.000,1,Rp30.000
1490,17/11/2024,1:04:11 PM,Ayam Geprek,Rp30.000,3,Rp90.000
1490,17/11/2024,1:04:11 PM,Ketupat,Rp2.000,1,Rp2.000
1490,17/11/2024,1:04:11 PM,Es Jeruk,Rp10.000,2,Rp20.000
1490,17/11/2024,1:04:11 PM,Es Teh,Rp6.000,2,Rp12.000
1491,17/11/2024,1:09:38 PM,Coto Makassar,Rp35.000,3,Rp105.000
1491,17/11/2024,1:09:38 PM,Ketupat,Rp2.000,3,Rp6.000
1491,17/11/2024,1:09:38 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1491,17/11/2024,1:09:38 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
1491,17/11/2024,1:09:38 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1491,17/11/2024,1:09:38 PM,Peyek,Rp4.000,1,Rp4.000
1491,17/11/2024,1:09:38 PM,Es Jeruk,Rp10.000,2,Rp20.000
1491,17/11/2024,1:09:38 PM,Es Teh,Rp6.000,1,Rp6.000
1492,17/11/2024,2:28:50 PM,Konro Bakar,Rp60.000,3,Rp180.000
1492,17/11/2024,2:28:50 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1492,17/11/2024,2:28:50 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
1492,17/11/2024,2:28:50 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1492,17/11/2024,2:28:50 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1492,17/11/2024,2:28:50 PM,Es Jeruk,Rp10.000,2,Rp20.000
1493,17/11/2024,11:20:45 AM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
1493,17/11/2024,11:20:45 AM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
1493,17/11/2024,11:20:45 AM,Jus Mangga,Rp20.000,2,Rp40.000
1493,17/11/2024,11:20:45 AM,Es Jeruk,Rp10.000,2,Rp20.000
1494,17/11/2024,2:33:21 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1494,17/11/2024,2:33:21 PM,Jus Mangga,Rp20.000,2,Rp40.000
1495,17/11/2024,12:22:09 PM,Konro Bakar,Rp60.000,1,Rp60.000
1495,17/11/2024,12:22:09 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1495,17/11/2024,12:22:09 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
1495,17/11/2024,12:22:09 PM,Es Jeruk,Rp10.000,1,Rp10.000
1495,17/11/2024,12:22:09 PM,Jus Mangga,Rp20.000,2,Rp40.000
1495,17/11/2024,12:22:09 PM,Es Teh,Rp6.000,1,Rp6.000
1496,17/11/2024,4:24:51 PM,Ayam Geprek,Rp30.000,2,Rp60.000
1496,17/11/2024,4:24:51 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
1496,17/11/2024,4:24:51 PM,Ayam Goreng,Rp30.000,2,Rp60.000
1496,17/11/2024,4:24:51 PM,Jus Mangga,Rp20.000,1,Rp20.000
1496,17/11/2024,4:24:51 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1496,17/11/2024,4:24:51 PM,Es Teh,Rp6.000,2,Rp12.000
1497,17/11/2024,2:48:02 PM,Ayam Geprek,Rp30.000,2,Rp60.000
1497,17/11/2024,2:48:02 PM,Coto Makassar,Rp35.000,2,Rp70.000
1497,17/11/2024,2:48:02 PM,Ketupat,Rp2.000,1,Rp2.000
1497,17/11/2024,2:48:02 PM,Coto Makassar,Rp35.000,1,Rp35.000
1497,17/11/2024,2:48:02 PM,Teh Panas,Rp6.000,2,Rp12.000
1497,17/11/2024,2:48:02 PM,Es Teh,Rp6.000,2,Rp12.000
1497,17/11/2024,2:48:02 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1498,17/11/2024,11:37:25 AM,Ayam Goreng,Rp30.000,3,Rp90.000
1498,17/11/2024,11:37:25 AM,Jus Alpukat,Rp20.000,2,Rp40.000
1499,17/11/2024,2:00:31 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
1499,17/11/2024,2:00:31 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1499,17/11/2024,2:00:31 PM,Ayam Bakar,Rp30.000,2,Rp60.000
1499,17/11/2024,2:00:31 PM,Kacang Goreng,Rp4.000,1,Rp4.000
1499,17/11/2024,2:00:31 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1499,17/11/2024,2:00:31 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1499,17/11/2024,2:00:31 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1500,17/11/2024,11:49:08 AM,Ayam Geprek,Rp30.000,3,Rp90.000
1500,17/11/2024,11:49:08 AM,Ayam Bakar,Rp30.000,2,Rp60.000
1500,17/11/2024,11:49:08 AM,Buras,Rp2.000,2,Rp4.000
1500,17/11/2024,11:49:08 AM,Ketupat,Rp2.000,2,Rp4.000
1500,17/11/2024,11:49:08 AM,Es Teh,Rp6.000,2,Rp12.000
1500,17/11/2024,11:49:08 AM,Teh Panas,Rp6.000,2,Rp12.000
1501,17/11/2024,2:41:11 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
1501,17/11/2024,2:41:11 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1502,17/11/2024,12:47:46 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1502,17/11/2024,12:47:46 PM,Sop Konro,Rp50.000,1,Rp50.000
1502,17/11/2024,12:47:46 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1502,17/11/2024,12:47:46 PM,Nasi Putih,Rp5.000,2,Rp10.000
1502,17/11/2024,12:47:46 PM,Buras,Rp2.000,2,Rp4.000
1502,17/11/2024,12:47:46 PM,Jeruk Panas,Rp10.000,2,Rp20.000
1502,17/11/2024,12:47:46 PM,Es Jeruk,Rp10.000,2,Rp20.000
1502,17/11/2024,12:47:46 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1503,17/11/2024,1:29:36 PM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
1503,17/11/2024,1:29:36 PM,Es Jeruk,Rp10.000,2,Rp20.000
1504,17/11/2024,2:54:34 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1504,17/11/2024,2:54:34 PM,Sop Kikil,Rp40.000,3,Rp120.000
1504,17/11/2024,2:54:34 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
1504,17/11/2024,2:54:34 PM,Peyek,Rp4.000,1,Rp4.000
1504,17/11/2024,2:54:34 PM,Es Teh,Rp6.000,1,Rp6.000
1504,17/11/2024,2:54:34 PM,Teh Panas,Rp6.000,1,Rp6.000
1504,17/11/2024,2:54:34 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1505,17/11/2024,12:27:40 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1505,17/11/2024,12:27:40 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1505,17/11/2024,12:27:40 PM,Kerupuk,Rp3.000,2,Rp6.000
1505,17/11/2024,12:27:40 PM,Kacang Goreng,Rp4.000,1,Rp4.000
1505,17/11/2024,12:27:40 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1505,17/11/2024,12:27:40 PM,Jus Mangga,Rp20.000,2,Rp40.000
1505,17/11/2024,12:27:40 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1506,17/11/2024,10:06:46 PM,Coto Makassar,Rp35.000,1,Rp35.000
1506,17/11/2024,10:06:46 PM,Ketupat,Rp2.000,3,Rp6.000
1506,17/11/2024,10:06:46 PM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
1506,17/11/2024,10:06:46 PM,Peyek,Rp4.000,2,Rp8.000
1506,17/11/2024,10:06:46 PM,Buras,Rp2.000,2,Rp4.000
1506,17/11/2024,10:06:46 PM,Es Jeruk,Rp10.000,2,Rp20.000
1506,17/11/2024,10:06:46 PM,Teh Panas,Rp6.000,2,Rp12.000
1507,17/11/2024,1:46:26 PM,Cumi Bakar,Rp45.000,2,Rp90.000
1507,17/11/2024,1:46:26 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1507,17/11/2024,1:46:26 PM,Sop Konro,Rp50.000,1,Rp50.000
1507,17/11/2024,1:46:26 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1507,17/11/2024,1:46:26 PM,Teh Panas,Rp6.000,1,Rp6.000
1508,17/11/2024,1:45:58 PM,Coto Makassar,Rp35.000,3,Rp105.000
1508,17/11/2024,1:45:58 PM,Ketupat,Rp2.000,3,Rp6.000
1508,17/11/2024,1:45:58 PM,Nasi Putih,Rp5.000,1,Rp5.000
1508,17/11/2024,1:45:58 PM,Jus Mangga,Rp20.000,1,Rp20.000
1509,17/11/2024,12:04:46 PM,Konro Bakar,Rp60.000,2,Rp120.000
1509,17/11/2024,12:04:46 PM,Konro Bakar,Rp60.000,3,Rp180.000
1509,17/11/2024,12:04:46 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1509,17/11/2024,12:04:46 PM,Buras,Rp2.000,2,Rp4.000
1509,17/11/2024,12:04:46 PM,Peyek,Rp4.000,2,Rp8.000
1509,17/11/2024,12:04:46 PM,Teh Panas,Rp6.000,2,Rp12.000
1509,17/11/2024,12:04:46 PM,Jeruk Panas,Rp10.000,2,Rp20.000
1509,17/11/2024,12:04:46 PM,Es Jeruk,Rp10.000,2,Rp20.000
1510,17/11/2024,11:15:52 AM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
1510,17/11/2024,11:15:52 AM,Konro Bakar,Rp60.000,3,Rp180.000
1510,17/11/2024,11:15:52 AM,Coto Makassar,Rp35.000,1,Rp35.000
1510,17/11/2024,11:15:52 AM,Ketupat,Rp2.000,2,Rp4.000
1510,17/11/2024,11:15:52 AM,Es Teh,Rp6.000,1,Rp6.000
1510,17/11/2024,11:15:52 AM,Jus Alpukat,Rp20.000,1,Rp20.000
1510,17/11/2024,11:15:52 AM,Es Teh,Rp6.000,2,Rp12.000
1511,17/11/2024,11:38:04 AM,Konro Bakar,Rp60.000,3,Rp180.000
1511,17/11/2024,11:38:04 AM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1511,17/11/2024,11:38:04 AM,Cumi Bakar,Rp45.000,3,Rp135.000
1511,17/11/2024,11:38:04 AM,Buras,Rp2.000,1,Rp2.000
1511,17/11/2024,11:38:04 AM,Es Jeruk,Rp10.000,2,Rp20.000
1511,17/11/2024,11:38:04 AM,Jus Mangga,Rp20.000,1,Rp20.000
1511,17/11/2024,11:38:04 AM,Es Jeruk,Rp10.000,1,Rp10.000
1512,17/11/2024,5:39:38 PM,Sop Konro,Rp50.000,1,Rp50.000
1512,17/11/2024,5:39:38 PM,Peyek,Rp4.000,2,Rp8.000
1512,17/11/2024,5:39:38 PM,Buras,Rp2.000,2,Rp4.000
1512,17/11/2024,5:39:38 PM,Jus Mangga,Rp20.000,2,Rp40.000
1513,17/11/2024,1:53:08 PM,Ayam Bakar,Rp30.000,3,Rp90.000
1513,17/11/2024,1:53:08 PM,Sop Konro,Rp50.000,3,Rp150.000
1513,17/11/2024,1:53:08 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1513,17/11/2024,1:53:08 PM,Nasi Putih,Rp5.000,1,Rp5.000
1513,17/11/2024,1:53:08 PM,Kerupuk,Rp3.000,2,Rp6.000
1513,17/11/2024,1:53:08 PM,Es Jeruk,Rp10.000,1,Rp10.000
1513,17/11/2024,1:53:08 PM,Jus Mangga,Rp20.000,1,Rp20.000
1514,17/11/2024,6:42:46 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
1514,17/11/2024,6:42:46 PM,Sop Konro,Rp50.000,2,Rp100.000
1514,17/11/2024,6:42:46 PM,Nasi Putih,Rp5.000,2,Rp10.000
1514,17/11/2024,6:42:46 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1515,17/11/2024,3:55:06 PM,Coto Makassar,Rp35.000,1,Rp35.000
1515,17/11/2024,3:55:06 PM,Ketupat,Rp2.000,1,Rp2.000
1515,17/11/2024,3:55:06 PM,Konro Bakar,Rp60.000,2,Rp120.000
1515,17/11/2024,3:55:06 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1515,17/11/2024,3:55:06 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1516,17/11/2024,2:50:43 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
1516,17/11/2024,2:50:43 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1516,17/11/2024,2:50:43 PM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
1516,17/11/2024,2:50:43 PM,Peyek,Rp4.000,2,Rp8.000
1516,17/11/2024,2:50:43 PM,Es Jeruk,Rp10.000,1,Rp10.000
1516,17/11/2024,2:50:43 PM,Teh Panas,Rp6.000,1,Rp6.000
1517,17/11/2024,5:32:45 PM,Sop Konro,Rp50.000,3,Rp150.000
1517,17/11/2024,5:32:45 PM,Konro Bakar,Rp60.000,2,Rp120.000
1517,17/11/2024,5:32:45 PM,Kerupuk,Rp3.000,1,Rp3.000
1517,17/11/2024,5:32:45 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1517,17/11/2024,5:32:45 PM,Teh Panas,Rp6.000,2,Rp12.000
1518,17/11/2024,2:23:31 PM,Coto Makassar,Rp35.000,1,Rp35.000
1518,17/11/2024,2:23:31 PM,Ketupat,Rp2.000,3,Rp6.000
1518,17/11/2024,2:23:31 PM,Sop Kikil,Rp40.000,1,Rp40.000
1518,17/11/2024,2:23:31 PM,Kacang Goreng,Rp4.000,1,Rp4.000
1518,17/11/2024,2:23:31 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1519,17/11/2024,7:10:14 AM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
1519,17/11/2024,7:10:14 AM,Coto Makassar,Rp35.000,1,Rp35.000
1519,17/11/2024,7:10:14 AM,Ketupat,Rp2.000,3,Rp6.000
1519,17/11/2024,7:10:14 AM,Teh Panas,Rp6.000,1,Rp6.000
1519,17/11/2024,7:10:14 AM,Es Jeruk,Rp10.000,1,Rp10.000
1520,17/11/2024,2:31:13 PM,Coto Makassar,Rp35.000,3,Rp105.000
1520,17/11/2024,2:31:13 PM,Ketupat,Rp2.000,2,Rp4.000
1520,17/11/2024,2:31:13 PM,Buras,Rp2.000,2,Rp4.000
1520,17/11/2024,2:31:13 PM,Buras,Rp2.000,1,Rp2.000
1520,17/11/2024,2:31:13 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1521,17/11/2024,3:05:26 PM,Coto Makassar,Rp35.000,2,Rp70.000
1521,17/11/2024,3:05:26 PM,Ketupat,Rp2.000,3,Rp6.000
1521,17/11/2024,3:05:26 PM,Konro Bakar,Rp60.000,3,Rp180.000
1521,17/11/2024,3:05:26 PM,Konro Bakar,Rp60.000,2,Rp120.000
1521,17/11/2024,3:05:26 PM,Jus Mangga,Rp20.000,2,Rp40.000
1521,17/11/2024,3:05:26 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1521,17/11/2024,3:05:26 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1522,17/11/2024,1:01:43 PM,Sop Konro,Rp50.000,2,Rp100.000
1522,17/11/2024,1:01:43 PM,Ayam Geprek,Rp30.000,1,Rp30.000
1522,17/11/2024,1:01:43 PM,Buras,Rp2.000,1,Rp2.000
1522,17/11/2024,1:01:43 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1522,17/11/2024,1:01:43 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1523,17/11/2024,2:55:49 PM,Konro Bakar,Rp60.000,1,Rp60.000
1523,17/11/2024,2:55:49 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
1523,17/11/2024,2:55:49 PM,Kacang Goreng,Rp4.000,1,Rp4.000
1523,17/11/2024,2:55:49 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1523,17/11/2024,2:55:49 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1524,17/11/2024,2:17:24 PM,Sop Konro,Rp50.000,1,Rp50.000
1524,17/11/2024,2:17:24 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1524,17/11/2024,2:17:24 PM,Ketupat,Rp2.000,1,Rp2.000
1524,17/11/2024,2:17:24 PM,Es Teh,Rp6.000,1,Rp6.000
1525,17/11/2024,3:51:19 PM,Ayam Goreng,Rp30.000,3,Rp90.000
1525,17/11/2024,3:51:19 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1526,17/11/2024,11:29:44 AM,Sop Konro,Rp50.000,3,Rp150.000
1526,17/11/2024,11:29:44 AM,Buras,Rp2.000,2,Rp4.000
1526,17/11/2024,11:29:44 AM,Kacang Goreng,Rp4.000,2,Rp8.000
1526,17/11/2024,11:29:44 AM,Es Jeruk,Rp10.000,1,Rp10.000
1527,18/11/2024,10:20:23 AM,Coto Makassar,Rp35.000,1,Rp35.000
1527,18/11/2024,10:20:23 AM,Ketupat,Rp2.000,3,Rp6.000
1527,18/11/2024,10:20:23 AM,Coto Makassar,Rp35.000,2,Rp70.000
1527,18/11/2024,10:20:23 AM,Ketupat,Rp2.000,1,Rp2.000
1527,18/11/2024,10:20:23 AM,Kerupuk,Rp3.000,2,Rp6.000
1527,18/11/2024,10:20:23 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
1527,18/11/2024,10:20:23 AM,Es Jeruk,Rp10.000,2,Rp20.000
1528,18/11/2024,11:41:38 AM,Ayam Geprek,Rp30.000,2,Rp60.000
1528,18/11/2024,11:41:38 AM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1528,18/11/2024,11:41:38 AM,Peyek,Rp4.000,2,Rp8.000
1528,18/11/2024,11:41:38 AM,Teh Panas,Rp6.000,2,Rp12.000
1528,18/11/2024,11:41:38 AM,Jus Alpukat,Rp20.000,2,Rp40.000
1528,18/11/2024,11:41:38 AM,Teh Panas,Rp6.000,1,Rp6.000
1529,18/11/2024,7:38:44 AM,Ayam Bakar,Rp30.000,2,Rp60.000
1529,18/11/2024,7:38:44 AM,Konro Bakar,Rp60.000,2,Rp120.000
1529,18/11/2024,7:38:44 AM,Nasi Putih,Rp5.000,1,Rp5.000
1529,18/11/2024,7:38:44 AM,Kerupuk,Rp3.000,2,Rp6.000
1529,18/11/2024,7:38:44 AM,Teh Panas,Rp6.000,1,Rp6.000
1529,18/11/2024,7:38:44 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1530,18/11/2024,1:02:49 PM,Coto Makassar,Rp35.000,1,Rp35.000
1530,18/11/2024,1:02:49 PM,Ketupat,Rp2.000,3,Rp6.000
1530,18/11/2024,1:02:49 PM,Coto Makassar,Rp35.000,3,Rp105.000
1530,18/11/2024,1:02:49 PM,Ketupat,Rp2.000,1,Rp2.000
1530,18/11/2024,1:02:49 PM,Buras,Rp2.000,1,Rp2.000
1530,18/11/2024,1:02:49 PM,Teh Panas,Rp6.000,2,Rp12.000
1530,18/11/2024,1:02:49 PM,Teh Panas,Rp6.000,1,Rp6.000
1531,18/11/2024,11:57:37 AM,Coto Makassar,Rp35.000,3,Rp105.000
1531,18/11/2024,11:57:37 AM,Ketupat,Rp2.000,3,Rp6.000
1531,18/11/2024,11:57:37 AM,Cumi Bakar,Rp45.000,1,Rp45.000
1531,18/11/2024,11:57:37 AM,Coto Makassar,Rp35.000,1,Rp35.000
1531,18/11/2024,11:57:37 AM,Buras,Rp2.000,1,Rp2.000
1531,18/11/2024,11:57:37 AM,Jus Mangga,Rp20.000,2,Rp40.000
1531,18/11/2024,11:57:37 AM,Es Jeruk,Rp10.000,1,Rp10.000
1532,18/11/2024,2:52:01 PM,Konro Bakar,Rp60.000,1,Rp60.000
1532,18/11/2024,2:52:01 PM,Es Teh,Rp6.000,2,Rp12.000
1533,18/11/2024,2:13:56 PM,Sop Kikil,Rp40.000,1,Rp40.000
1533,18/11/2024,2:13:56 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
1533,18/11/2024,2:13:56 PM,Buras,Rp2.000,1,Rp2.000
1533,18/11/2024,2:13:56 PM,Nasi Putih,Rp5.000,1,Rp5.000
1533,18/11/2024,2:13:56 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1533,18/11/2024,2:13:56 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1534,18/11/2024,9:37:20 AM,Ayam Geprek,Rp30.000,2,Rp60.000
1534,18/11/2024,9:37:20 AM,Peyek,Rp4.000,2,Rp8.000
1534,18/11/2024,9:37:20 AM,Kerupuk,Rp3.000,2,Rp6.000
1534,18/11/2024,9:37:20 AM,Jus Mangga,Rp20.000,2,Rp40.000
1535,18/11/2024,1:56:28 PM,Sop Konro,Rp50.000,3,Rp150.000
1535,18/11/2024,1:56:28 PM,Es Jeruk,Rp10.000,2,Rp20.000
1536,18/11/2024,12:34:03 PM,Sop Konro,Rp50.000,1,Rp50.000
1536,18/11/2024,12:34:03 PM,Sop Kikil,Rp40.000,1,Rp40.000
1536,18/11/2024,12:34:03 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
1536,18/11/2024,12:34:03 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1536,18/11/2024,12:34:03 PM,Nasi Putih,Rp5.000,2,Rp10.000
1536,18/11/2024,12:34:03 PM,Es Teh,Rp6.000,2,Rp12.000
1536,18/11/2024,12:34:03 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1536,18/11/2024,12:34:03 PM,Es Jeruk,Rp10.000,2,Rp20.000
1537,18/11/2024,10:20:59 PM,Konro Bakar,Rp60.000,3,Rp180.000
